Campus,StudyField,Branch,Role,EduLevel,ProgLang,Databases,Platform,WebFramework,Industry,AISearch,AITool,Employment
Pretoria Campus,IT,I am a developer by profession,Product manager,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Ada;Apex;APL;Assembly;Bash/Shell (all shells);C;C#;C++;Clojure;Cobol;Crystal;Dart;Delphi;Elixir;Erlang;F#;Flow;Fortran;GDScript;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Lisp;Lua;MATLAB;Nim;Objective-C;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;SAS;Scala;Solidity;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zig,BigQuery;Cassandra;Clickhouse;Cloud Firestore;Cockroachdb;Cosmos DB;Couch DB;Couchbase;Datomic;DuckDB;Dynamodb;Elasticsearch;Firebase Realtime Database;Firebird;H2;IBM DB2;InfluxDB;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;RavenDB;Redis;Snowflake;Solr;SQLite;Supabase;TiDB,"Amazon Web Services (AWS);Cloudflare;Colocation;Digital Ocean;Firebase;Fly.io;Google Cloud;Heroku;Hetzner;IBM Cloud Or Watson;Linode, now Akamai;Managed Hosting;Microsoft Azure;Netlify;OpenShift;OpenStack;Oracle Cloud Infrastructure (OCI);OVH;Render;Scaleway;Vercel;VMware;Vultr",Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;jQuery;Laravel;Lit;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;Qwik;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Svelte;Symfony;Vue.js;WordPress,Retail and Consumer Services,Andi;Bing AI;ChatGPT;Google Bard AI;Metaphor;Neeva AI;Perplexity AI;Phind;Quora Poe;WolframAlpha;You.com,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI,"Employed, full-time;Employed, part-time;Student, part-time"
Nelson Mandela Bay Campus,Data Science,I code primarily as a hobby,Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;C++;Dart;Go;Java;JavaScript;Lisp;OCaml;PHP;Prolog;Python;Rust;SQL;TypeScript,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,OVH,jQuery;Nuxt.js;React;Vue.js,Other,ChatGPT,Whispr AI,"Independent contractor, freelancer, or self-employed;Student, full-time"
Midrand Campus,Data Science,I am a developer by profession,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);JavaScript;Python;TypeScript,Unknown,Amazon Web Services (AWS);Cloudflare,Django;Flask;React,Healthcare,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Tabnine,"Employed, full-time"
Pretoria Campus,Data Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java;Kotlin;Python;Scala;SQL,Cassandra,Google Cloud,Spring Boot,Retail and Consumer Services,Unknown,GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
Umhlanga Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server,Microsoft Azure,Angular;ASP.NET CORE;Node.js,Oil & Gas,Unknown,GitHub Copilot;Whispr AI,"Employed, full-time"
Pretoria Campus,Computer Science,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript,Unknown,Unknown,Django,Higher Education,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Umhlanga Campus,Data Science,I am a developer by profession,Unknown,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Assembly;Bash/Shell (all shells);C;Lisp;Perl,Unknown,Unknown,Unknown,Insurance,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Retired;Not employed, and not looking for work"
Pretoria Campus,IT,I am a developer by profession,"Engineer, data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Java;Python;Scala;SQL,Cassandra;Cockroachdb;DuckDB;Elasticsearch;InfluxDB;MariaDB;PostgreSQL,Amazon Web Services (AWS),Unknown,Oil & Gas,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
Umhlanga Campus,Data Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Groovy;Java;Python,H2;IBM DB2;Oracle,Unknown,Unknown,Legal Services,Unknown,Rubber Duck.AI,"Employed, full-time"
Pretoria Campus,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;JavaScript;Lua;PowerShell;SQL;TypeScript,Dynamodb;Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS),Angular;ASP.NET;ASP.NET CORE;Node.js;Vue.js,Other,ChatGPT,GitHub Copilot;Synk Code,"Employed, full-time"
Nelson Mandela Bay Campus,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, game or graphics","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C#;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python,Unknown,Unknown,Node.js;WordPress,Legal Services,ChatGPT,GitHub Copilot;Mintlify;Replit Ghostwriter,"Independent contractor, freelancer, or self-employed;Student, full-time;Not employed, and not looking for work"
Midrand Campus,Computer Science,"I used to be a developer by profession, but no longer am","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Assembly;C;C#;C++;HTML/CSS;Java;Lua;PHP;Python;SQL;Visual Basic (.Net),Firebase Realtime Database;Microsoft Access;Microsoft SQL Server;MySQL;Oracle;SQLite,Cloudflare;Firebase;Google Cloud,jQuery;Play Framework;WordPress,"Information Services, IT, Software Development, or other Technology",Bing AI;ChatGPT;Google Bard AI;Neeva AI,Mintlify,"Independent contractor, freelancer, or self-employed;Not employed, but looking for work"
Umhlanga Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Java;JavaScript;Python;SQL,Oracle,Unknown,React;Spring Boot,Legal Services,Unknown,Rubber Duck.AI;Tabnine,"Employed, full-time"
Tyger Valley Campus,Computer Science,I am learning to code,Unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;PowerShell;Python;SQL,Microsoft Access;MySQL,Google Cloud;Microsoft Azure,Unknown,Legal Services,Bing AI;ChatGPT;Google Bard AI,Adrenaline;AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Student, full-time"
Tyger Valley Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;JavaScript;Perl;PHP;PowerShell;SQL;VBA;Visual Basic (.Net),MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,Amazon Web Services (AWS);Cloudflare;Firebase;Heroku;Render;Vercel,Angular;AngularJS;ASP.NET;CodeIgniter;jQuery;Laravel;Next.js;Node.js;Nuxt.js;React;Vue.js;WordPress,Insurance,Unknown,Adrenaline;GitHub Copilot;Rubber Duck.AI,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Nelson Mandela Bay Campus,IT,I code primarily as a hobby,Unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells);C;C++;Dart;HTML/CSS;JavaScript;Lua;Objective-C;PowerShell;Python;SQL;Swift;TypeScript,MySQL,Unknown,Angular;Express;Node.js,Financial Services,ChatGPT,GitHub Copilot;Mintlify;Replit Ghostwriter,"Student, full-time"
Tyger Valley Campus,Computer Science,None of these,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Information Services, IT, Software Development, or other Technology",Unknown,AWS CodeWhisperer;Mintlify,Unknown
Umhlanga Campus,Data Science,"I used to be a developer by profession, but no longer am",Cloud infrastructure engineer,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;Python,MongoDB,Amazon Web Services (AWS);Google Cloud,Unknown,Financial Services,Bing AI;Google Bard AI;WolframAlpha,Adrenaline;GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
Tyger Valley Campus,Data Science,I am a developer by profession,"Developer, back-end","Associate degree (A.A., A.S., etc.)",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,Cassandra;Cosmos DB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Google Cloud;Managed Hosting;Microsoft Azure;Oracle Cloud Infrastructure (OCI);VMware,ASP.NET;ASP.NET CORE;Blazor;Next.js;Node.js;React,"Manufacturing, Transportation, or Supply Chain",Bing AI;ChatGPT,AWS CodeWhisperer;Replit Ghostwriter,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Umhlanga Campus,Data Science,"I used to be a developer by profession, but no longer am",Security professional,Something else,Bash/Shell (all shells);C++;Go;Groovy;HTML/CSS;Java;JavaScript;Solidity;SQL,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL,Cloudflare;Google Cloud;Microsoft Azure,jQuery;Node.js;Remix;Solid.js,"Manufacturing, Transportation, or Supply Chain",ChatGPT;WolframAlpha,Adrenaline;AWS CodeWhisperer,"Employed, full-time;Student, part-time"
Tyger Valley Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Python;Rust;SQL,PostgreSQL,Hetzner,ASP.NET;ASP.NET CORE;Blazor;jQuery;Node.js;Svelte,"Manufacturing, Transportation, or Supply Chain",ChatGPT;Phind;WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine,"Student, full-time;Employed, part-time"
Pretoria Campus,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Project manager,Some college/university study without earning a degree,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,MongoDB,Amazon Web Services (AWS);Cloudflare;Colocation;Google Cloud;OVH,Next.js;React,"Information Services, IT, Software Development, or other Technology",ChatGPT;WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Independent contractor, freelancer, or self-employed"
Nelson Mandela Bay Campus,IT,I am a developer by profession,Unknown,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;C#;C++;HTML/CSS;JavaScript;Python,Firebase Realtime Database;SQLite,Firebase;Google Cloud;Heroku,Flask;Node.js;React,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Student, full-time"
Pretoria Campus,Data Science,I am a developer by profession,"Developer, full-stack","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",HTML/CSS;JavaScript;Python,PostgreSQL,Unknown,Django;Express;Node.js;React,Legal Services,ChatGPT;You.com,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time;Student, part-time"
Nelson Mandela Bay Campus,IT,I am a developer by profession,Research & Development role,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);Go;Python,MariaDB,Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI),Flask,Legal Services,ChatGPT,GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
Tyger Valley Campus,Computer Science,I am a developer by profession,"Developer, front-end",Some college/university study without earning a degree,HTML/CSS;JavaScript;SQL,MySQL,Heroku;Vercel,Django;Express;jQuery;Node.js;Vue.js,Higher Education,ChatGPT,GitHub Copilot;Mintlify;Tabnine,"Employed, full-time"
Tyger Valley Campus,Computer Science,I am a developer by profession,Unknown,Some college/university study without earning a degree,Bash/Shell (all shells);Go;Python;Ruby;SQL,Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Hetzner,Drupal;Ruby on Rails,Wholesale,Unknown,AWS CodeWhisperer;GitHub Copilot;Tabnine,"Not employed, and not looking for work"
Nelson Mandela Bay Campus,IT,I am a developer by profession,Developer Advocate,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;JavaScript;Python;SQL,PostgreSQL,Microsoft Azure,Django;FastAPI;Flask,Advertising Services,Unknown,AWS CodeWhisperer;GitHub Copilot;Tabnine,"Employed, full-time"
Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Go;Python;Scala;Zig,MariaDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Google Cloud,Django;FastAPI;Flask;Node.js;React,Healthcare,ChatGPT,GitHub Copilot;Mintlify,"Employed, full-time"
Tyger Valley Campus,Data Science,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript,Unknown,Firebase;Heroku,Angular;Express;Node.js;React,"Manufacturing, Transportation, or Supply Chain",Unknown,Mintlify,"Employed, full-time"
Tyger Valley Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Java;JavaScript;SQL,MySQL;PostgreSQL,Amazon Web Services (AWS);Digital Ocean;Heroku;Netlify;Vercel,jQuery;Spring Boot;Vue.js,Legal Services,Unknown,Codeium;Tabnine,"Employed, full-time"
Tyger Valley Campus,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PowerShell;Python;TypeScript,Microsoft SQL Server,Amazon Web Services (AWS);Microsoft Azure,Angular,Advertising Services,ChatGPT,Codeium;Synk Code;Whispr AI,"Employed, full-time"
Pretoria Campus,Data Science,None of these,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Manufacturing, Transportation, or Supply Chain",Unknown,Replit Ghostwriter,Unknown
Umhlanga Campus,IT,I am a developer by profession,Educator,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;HTML/CSS;JavaScript;Objective-C;Ruby;SQL;Swift,Couch DB;Elasticsearch;PostgreSQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Heroku,jQuery;Ruby on Rails,Wholesale,Bing AI;ChatGPT;WolframAlpha,Rubber Duck.AI,"Independent contractor, freelancer, or self-employed"
Midrand Campus,Data Science,I code primarily as a hobby,Engineering manager,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;HTML/CSS;Java;SQL;VBA;Visual Basic (.Net),Microsoft Access;Microsoft SQL Server;Oracle,Oracle Cloud Infrastructure (OCI),Unknown,Insurance,ChatGPT,GitHub Copilot;Replit Ghostwriter,"Employed, full-time"
Nelson Mandela Bay Campus,Data Science,I code primarily as a hobby,Unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;SQL,MySQL,Unknown,Node.js,Financial Services,Bing AI;WolframAlpha,GitHub Copilot;Replit Ghostwriter,"Student, full-time"
Pretoria Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite;Supabase,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Netlify;Vercel,Express;Gatsby;jQuery;NestJS;Next.js;React;Ruby on Rails,Other,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI,"Employed, full-time"
Umhlanga Campus,Data Science,I am a developer by profession,"Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;HTML/CSS;Python;SQL,Unknown,Unknown,Unknown,Wholesale,Unknown,Adrenaline;Mintlify,"Not employed, but looking for work"
Umhlanga Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Go;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Vercel,Express;Next.js;Node.js;React,Wholesale,ChatGPT,GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI;Tabnine,"Employed, full-time"
Tyger Valley Campus,Computer Science,I am a developer by profession,Unknown,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Ruby,Unknown,Unknown,Ruby on Rails,Insurance,Unknown,AWS CodeWhisperer;Synk Code,"Employed, full-time"
Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Neo4J;PostgreSQL,Amazon Web Services (AWS),FastAPI;Next.js;React,Retail and Consumer Services,Bing AI;ChatGPT,Synk Code;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed"
Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Dart;HTML/CSS;JavaScript,Unknown,Firebase,Unknown,Financial Services,Unknown,AWS CodeWhisperer;Tabnine,"Independent contractor, freelancer, or self-employed"
Midrand Campus,Computer Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript;Python;SQL;TypeScript,Dynamodb;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS),Express;FastAPI;Node.js;React,Healthcare,Unknown,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Midrand Campus,Computer Science,I am a developer by profession,Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Lua;Nim;Python;Rust;SQL,BigQuery;PostgreSQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Google Cloud,Unknown,Advertising Services,Unknown,AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time"
Midrand Campus,Computer Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;MATLAB;Nim;Python;Ruby,Microsoft SQL Server;MongoDB;PostgreSQL,Firebase,Express;Flask;jQuery,Wholesale,Unknown,GitHub Copilot;Synk Code,"Employed, full-time"
Umhlanga Campus,Data Science,I code primarily as a hobby,Unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Assembly;Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;PowerShell;Python;Visual Basic (.Net),Unknown,Cloudflare;Google Cloud,ASP.NET;ASP.NET CORE,Advertising Services,ChatGPT;WolframAlpha,Adrenaline;Synk Code;Whispr AI,"Student, full-time"
Tyger Valley Campus,Data Science,I am a developer by profession,Unknown,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Unknown,Unknown,Unknown,Angular,Higher Education,Unknown,Adrenaline;AWS CodeWhisperer;GitHub Copilot,"Employed, full-time"
Pretoria Campus,IT,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,Unknown,Angular;Next.js;React,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#,MongoDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Cloudflare,Blazor,Other,Unknown,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Pretoria Campus,Computer Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PHP;SQL,PostgreSQL,Microsoft Azure,ASP.NET;ASP.NET CORE;Blazor;jQuery;WordPress,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Adrenaline;GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;Java;JavaScript,Unknown,Digital Ocean,jQuery,Other,Unknown,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Not employed, but looking for work"
Midrand Campus,IT,I am a developer by profession,"Developer, game or graphics",Some college/university study without earning a degree,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lua;Python;TypeScript,MongoDB,Unknown,Express;Next.js;Node.js;React,Advertising Services,ChatGPT,GitHub Copilot;Synk Code;Whispr AI,"Independent contractor, freelancer, or self-employed;Student, full-time"
